MIS_DATE,APP_ID,BIRTH_DAYS,GENDER,MARRIAGE,ID_ISSUE_DAYS,EDUCATION,REQUEST_LOAN_AMOUNT,CURRENT_PROVINCE,REQ_MAX_AMT_R,REFERENCE_RELATIONSHIP_2,LIV_AGE_R,WOR_AGE_R,SPOUSE_REL,MAX_DPD
2019-08-31,1103170,20499,MALE,MARRIED,479,HIGH_SCHOOL,20,Ho Chi Minh,0.67,CHILDREN,0.54,0.07,0,-1
2019-08-31,1135411,14112,FEMALE,MARRIED,4430,SECONDARY_SCHOOL,30,An Giang,1,CHILDREN,0.13,0.03,0,203
2019-08-31,1086566,15301,FEMALE,DIVORCE,9,SECONDARY_SCHOOL,30,Long An,1,BROTHER/SISTER,0.05,0.05,0,92
2019-08-31,1089538,10542,FEMALE,MARRIED,365,PRIMARY_SCHOOL,25,An Giang,0.83,BROTHER/SISTER,0.12,0.07,1,304
2019-08-31,1157235,11738,FEMALE,MARRIED,651,COLLEGE,30,Binh Thuan,1,BROTHER/SISTER,0.94,0.31,1,-1
2019-08-31,1116289,19077,MALE,OTHER,2081,UNIVERSITY,30,Ho Chi Minh,0.6,BROTHER/SISTER,0.29,0.27,0,22
2019-08-31,1095711,10186,FEMALE,MARRIED,5025,HIGH_SCHOOL,45,Ninh Thuan,0.9,BROTHER/SISTER,0.07,0.07,1,27
2019-08-31,1099061,19710,MALE,MARRIED,2609,HIGH_SCHOOL,50,Quang Ninh,1,CHILDREN,0.98,0.31,1,2
2019-08-31,1146918,10005,MALE,SINGLE,764,UNIVERSITY,20,Ho Chi Minh,0.67,COUSIN,0.44,0.11,0,6
2019-08-31,1122080,11497,MALE,SINGLE,1928,HIGH_SCHOOL,30,Tien Giang,1,COUSIN,1,0.1,0,55
2019-08-31,1101184,9907,MALE,MARRIED,1002,SECONDARY_SCHOOL,30,Tay Ninh,1,COUSIN,0.11,0.37,1,19
2019-08-31,1088639,18104,MALE,DIVORCE,3440,HIGH_SCHOOL,30,Ho Chi Minh,1,BROTHER/SISTER,0.16,0.16,0,243
2019-08-31,1097035,14822,MALE,MARRIED,1128,PRIMARY_SCHOOL,40,Kien Giang,1,BROTHER/SISTER,1,0.55,0,3
2019-08-31,1126092,10720,FEMALE,DIVORCE,3071,SECONDARY_SCHOOL,25,Hai Duong,0.63,COUSIN,1,0.21,0,13
2019-08-31,1154101,16808,FEMALE,DIVORCE,987,HIGH_SCHOOL,50,Ha Noi,1,COUSIN,0.22,0.22,0,12
2019-08-31,1126134,9788,FEMALE,SINGLE,482,HIGH_SCHOOL,30,Binh Duong,1,BROTHER/SISTER,0.02,0.15,0,1
2019-08-31,1099034,9889,MALE,MARRIED,51,HIGH_SCHOOL,35,Nghe An,0.88,BROTHER/SISTER,0.11,0.11,1,2
2019-08-31,1118172,13370,FEMALE,MARRIED,64,PRIMARY_SCHOOL,30,Dong Nai,1,CHILDREN,0.03,0.14,1,1
2019-08-31,1106640,20520,FEMALE,SINGLE,24,SECONDARY_SCHOOL,50,Ba Ria - Vung Tau,1,BROTHER/SISTER,0.05,0.05,0,7
2019-08-31,1141522,12276,MALE,MARRIED,9,HIGH_SCHOOL,20,Quang Ngai,0.67,BROTHER/SISTER,1,0.06,0,83
2019-08-31,1147730,10269,MALE,SINGLE,249,HIGH_SCHOOL,20,Quang Ninh,0.5,COUSIN,0.43,0.03,0,1
2019-08-31,1088019,16649,MALE,MARRIED,3108,HIGH_SCHOOL,30,Binh Dinh,1,CHILDREN,0.54,0.33,1,212
2019-08-31,1101465,9764,MALE,SINGLE,1362,UNIVERSITY,50,Ha Noi,1,COUSIN,0.11,0.11,0,1
2019-08-31,1126868,13225,FEMALE,MARRIED,1896,SECONDARY_SCHOOL,30,Tien Giang,1,FRIEND/CO-WORKER,0.42,0.42,1,-1
2019-08-31,1120334,11387,FEMALE,MARRIED,936,HIGH_SCHOOL,20,Binh Duong,0.67,BROTHER/SISTER,0.03,0.06,1,7
2019-08-31,1130214,13011,MALE,MARRIED,1053,SECONDARY_SCHOOL,20,Quang Ngai,0.5,BROTHER/SISTER,0.01,0.01,1,4
2019-08-31,1122332,19509,FEMALE,MARRIED,2488,SECONDARY_SCHOOL,30,Thua Thien Hue,1,CHILDREN,0.19,0.28,1,4
2019-08-31,1144626,14424,FEMALE,MARRIED,1171,SECONDARY_SCHOOL,50,Kien Giang,1,BROTHER/SISTER,1,0.51,1,1
2019-08-31,1122280,11514,MALE,MARRIED,1792,HIGH_SCHOOL,15,Binh Duong,0.38,COUSIN,0.13,0.03,1,-1
2019-08-31,1104184,16286,MALE,MARRIED,1871,SECONDARY_SCHOOL,15,Ho Chi Minh,0.38,CHILDREN,0.23,0.05,1,304
2019-08-31,1099954,12654,MALE,MARRIED,2179,COLLEGE,20,Ho Chi Minh,0.67,BROTHER/SISTER,0.86,0.03,0,0
2019-08-31,1128278,14836,FEMALE,MARRIED,1626,SECONDARY_SCHOOL,40,Binh Duong,1,CHILDREN,0.1,0.09,1,10
2019-08-31,1151858,17067,FEMALE,MARRIED,458,HIGH_SCHOOL,30,Ho Chi Minh,1,CHILDREN,0.32,0.11,0,1
2019-08-31,1094288,13556,MALE,MARRIED,3129,PRIMARY_SCHOOL,25,An Giang,0.5,BROTHER/SISTER,1.03,0.27,1,77
2019-08-31,1153240,10477,FEMALE,MARRIED,41,SECONDARY_SCHOOL,40,Ho Chi Minh,1,FATHER/MOTHER,0.1,0.1,1,193
2019-08-31,1156528,9315,FEMALE,MARRIED,2937,HIGH_SCHOOL,50,Ho Chi Minh,1,HUSBAND/WIFE,0.12,0.12,1,65
2019-08-31,1100342,11623,FEMALE,MARRIED,2691,HIGH_SCHOOL,20,Ha Noi,0.4,BROTHER/SISTER,0.16,0.13,1,0
2019-08-31,1108387,11125,MALE,SINGLE,1029,HIGH_SCHOOL,50,Ho Chi Minh,1,COUSIN,0.1,0.1,0,110
2019-08-31,1128317,16401,FEMALE,MARRIED,1682,SECONDARY_SCHOOL,40,Can Tho,0.8,COUSIN,0.42,0.22,0,1
2019-08-31,1156090,18256,MALE,MARRIED,13,SECONDARY_SCHOOL,30,Ho Chi Minh,0.6,BROTHER/SISTER,0.54,0.28,0,0
2019-08-31,1102355,9248,MALE,SINGLE,535,SECONDARY_SCHOOL,15,Thua Thien Hue,0.38,BROTHER/SISTER,1,0.04,0,49
2019-08-31,1152115,12215,MALE,DIVORCE,1511,HIGH_SCHOOL,40,Ho Chi Minh,1,COUSIN,0.45,0.45,0,-1
2019-08-31,1103967,10951,MALE,SINGLE,2284,HIGH_SCHOOL,35,Ho Chi Minh,0.7,BROTHER/SISTER,0.03,0.07,0,1
2019-08-31,1123774,13009,MALE,MARRIED,1012,SECONDARY_SCHOOL,15,Binh Duong,0.5,COUSIN,0.03,0.03,1,5
2019-08-31,1162061,15126,FEMALE,MARRIED,1968,SECONDARY_SCHOOL,50,Binh Dinh,1,CHILDREN,0.49,0.24,1,12
2019-08-31,1159202,9107,MALE,SINGLE,772,SECONDARY_SCHOOL,30,Binh Duong,0.75,BROTHER/SISTER,0.12,0.02,0,1
2019-08-31,1149931,17040,FEMALE,MARRIED,3036,PRIMARY_SCHOOL,50,An Giang,1,BROTHER/SISTER,0.87,0.43,1,165
2019-08-31,1129721,10228,FEMALE,SINGLE,375,COLLEGE,40,Ho Chi Minh,0.8,BROTHER/SISTER,1,0.07,0,6
2019-08-31,1116355,14662,FEMALE,MARRIED,1990,HIGH_SCHOOL,50,Ba Ria - Vung Tau,1,BROTHER/SISTER,0.48,0.15,1,-1
2019-08-31,1118340,16553,MALE,MARRIED,3305,SECONDARY_SCHOOL,30,Da Nang,0.6,BROTHER/SISTER,0.06,0.09,1,-1
2019-08-31,1145735,10467,FEMALE,MARRIED,515,SECONDARY_SCHOOL,50,Ho Chi Minh,1,FATHER/MOTHER,0.28,0.24,1,2
2019-08-31,1141144,13382,FEMALE,MARRIED,722,SECONDARY_SCHOOL,40,Ho Chi Minh,1,BROTHER/SISTER,0.08,0.28,1,-1
2019-08-31,1145614,17732,MALE,DIVORCE,2125,HIGH_SCHOOL,30,Tay Ninh,0.6,BROTHER/SISTER,0.63,0.42,0,1
2019-08-31,1096880,8823,MALE,SINGLE,2574,HIGH_SCHOOL,30,An Giang,1,BROTHER/SISTER,0.02,0.04,0,8
2019-08-31,1141331,14478,FEMALE,WIDOW,4324,PRIMARY_SCHOOL,15,An Giang,0.5,BROTHER/SISTER,1,0.08,0,2
2019-08-31,1148434,12137,MALE,SINGLE,55,SECONDARY_SCHOOL,15,Dong Nai,0.5,BROTHER/SISTER,0.02,0.01,0,43
2019-08-31,1134521,10555,MALE,MARRIED,3972,HIGH_SCHOOL,30,Binh Phuoc,0.75,BROTHER/SISTER,0.21,0.21,0,4
2019-08-31,1117223,18784,FEMALE,DIVORCE,2144,SECONDARY_SCHOOL,50,Ho Chi Minh,1,CHILDREN,0.2,0.2,0,-1
2019-08-31,1160878,12124,MALE,MARRIED,834,SECONDARY_SCHOOL,30,Khanh Hoa,1,BROTHER/SISTER,1,0.21,1,165
2019-08-31,1150540,13955,MALE,SINGLE,339,SECONDARY_SCHOOL,30,Can Tho,1,BROTHER/SISTER,1,0.24,0,165
2019-08-31,1122044,9725,MALE,MARRIED,4330,HIGH_SCHOOL,20,Ha Nam,0.4,BROTHER/SISTER,1,0.09,1,8
2019-08-31,1135914,15572,FEMALE,MARRIED,3930,SECONDARY_SCHOOL,20,Ho Chi Minh,0.4,CHILDREN,0.24,0.05,1,0
2019-08-31,1092419,9597,FEMALE,SINGLE,3063,UNIVERSITY,20,Ha Noi,0.4,COUSIN,0.08,0.12,0,57
2019-08-31,1152507,8779,FEMALE,SINGLE,746,HIGH_SCHOOL,50,Ho Chi Minh,1,BROTHER/SISTER,0.13,0.13,0,224
2019-08-31,1093668,16323,FEMALE,MARRIED,1427,HIGH_SCHOOL,50,Hai Duong,1,BROTHER/SISTER,1,0.11,0,-1
2019-08-31,1094061,13842,MALE,MARRIED,315,SECONDARY_SCHOOL,40,Ho Chi Minh,1,HUSBAND/WIFE,0.07,0.05,1,62
2019-08-31,1140549,17716,FEMALE,MARRIED,1852,SECONDARY_SCHOOL,50,Ho Chi Minh,1,CHILDREN,0.31,0.1,1,-1
2019-08-31,1095462,9430,MALE,MARRIED,1674,HIGH_SCHOOL,50,Bac Ninh,1,COUSIN,0.15,0.15,1,-1
2019-08-31,1103854,9689,MALE,MARRIED,145,HIGH_SCHOOL,20,Ho Chi Minh,0.4,COUSIN,0.23,0.15,0,3
2019-08-31,1153197,9625,MALE,MARRIED,3452,HIGH_SCHOOL,20,Binh Duong,0.67,FATHER/MOTHER,0.19,0.08,1,224
2019-08-31,1095355,20665,MALE,MARRIED,3939,SECONDARY_SCHOOL,50,Can Tho,1,CHILDREN,0.27,0.09,1,1
2019-08-31,1099343,15317,FEMALE,MARRIED,648,HIGH_SCHOOL,50,Ba Ria - Vung Tau,1,BROTHER/SISTER,0.05,0.05,1,-1
2019-08-31,1130002,10164,FEMALE,MARRIED,175,HIGH_SCHOOL,30,Ho Chi Minh,0.6,BROTHER/SISTER,0.07,0.11,1,2
2019-08-31,1114621,9734,FEMALE,SINGLE,639,HIGH_SCHOOL,15,Dong Nai,0.5,COUSIN,0.09,0.02,0,3
2019-08-31,1125198,9796,MALE,MARRIED,120,SECONDARY_SCHOOL,30,Hai Duong,0.75,BROTHER/SISTER,1,0.19,0,9
2019-08-31,1153706,10549,FEMALE,MARRIED,2618,PRIMARY_SCHOOL,20,An Giang,0.4,BROTHER/SISTER,0.97,0.03,0,32
2019-08-31,1099330,11223,MALE,MARRIED,1784,SECONDARY_SCHOOL,30,Binh Duong,0.6,HUSBAND/WIFE,1,0.06,1,-1
2019-08-31,1111670,17386,FEMALE,MARRIED,3534,PRIMARY_SCHOOL,30,An Giang,0.75,CHILDREN,1,0.53,1,3
2019-08-31,1127192,9411,MALE,SINGLE,21,HIGH_SCHOOL,30,Ben Tre,0.6,COUSIN,1,0.17,0,0
2019-08-31,1121884,17221,MALE,MARRIED,1577,HIGH_SCHOOL,50,Thanh Hoa,1,CHILDREN,1.02,0.21,1,22
2019-08-31,1105821,13274,MALE,MARRIED,2280,SECONDARY_SCHOOL,20,Tay Ninh,0.5,FRIEND/CO-WORKER,0.11,0.11,1,17
2019-08-31,1096129,9798,MALE,MARRIED,4873,HIGH_SCHOOL,40,Ha Noi,1,COUSIN,1,0.19,1,274
2019-08-31,1145341,9582,MALE,SINGLE,3295,HIGH_SCHOOL,35,Ho Chi Minh,0.7,BROTHER/SISTER,0.31,0.02,0,43
2019-08-31,1063871,11390,FEMALE,MARRIED,5214,SECONDARY_SCHOOL,25,Binh Thuan,0.83,FATHER/MOTHER,0.42,0.19,0,2
2019-08-31,1140021,9305,MALE,SINGLE,2840,COLLEGE,30,Phu Yen,1,BROTHER/SISTER,1,0.16,0,80
2019-08-31,1106641,10282,FEMALE,MARRIED,2349,HIGH_SCHOOL,50,Ha Noi,1,FRIEND/CO-WORKER,0.32,0.18,0,82
2019-08-31,1096047,11170,MALE,MARRIED,845,SECONDARY_SCHOOL,30,Binh Duong,0.6,BROTHER/SISTER,0.18,0.08,1,-1
2019-08-31,1127491,19584,FEMALE,MARRIED,306,HIGH_SCHOOL,50,Can Tho,1,CHILDREN,0.08,0.25,0,0
2019-08-31,1147124,14929,MALE,DIVORCE,514,HIGH_SCHOOL,50,Dong Nai,1,FATHER/MOTHER,0.1,0.1,0,21
2019-08-31,1097777,10795,MALE,MARRIED,938,SECONDARY_SCHOOL,50,Binh Duong,1,BROTHER/SISTER,0.62,0.07,1,-1
2019-08-31,1124460,10528,MALE,MARRIED,4865,SECONDARY_SCHOOL,30,Ben Tre,1,COUSIN,1,0.07,1,1
2019-08-31,1095800,8824,FEMALE,MARRIED,2245,HIGH_SCHOOL,20,Ha Noi,0.4,COUSIN,0.25,0.17,1,2
2019-08-31,1109189,15559,FEMALE,MARRIED,1616,SECONDARY_SCHOOL,40,Vinh Long,0.8,COUSIN,0.19,0.1,0,243
2019-08-31,1124218,10087,MALE,SINGLE,1572,HIGH_SCHOOL,50,Vinh Long,1,BROTHER/SISTER,0.96,0.07,0,265
2019-08-31,1098093,12549,FEMALE,MARRIED,4368,SECONDARY_SCHOOL,15,Tien Giang,0.5,BROTHER/SISTER,0.59,0.07,0,4
2019-08-31,1109388,13732,FEMALE,MARRIED,1132,SECONDARY_SCHOOL,40,Long An,1,FRIEND/CO-WORKER,0.05,0.05,1,123
2019-08-31,1060238,9904,MALE,MARRIED,3933,SECONDARY_SCHOOL,50,Ho Chi Minh,1,BROTHER/SISTER,0.41,0.04,0,1
2019-08-31,1121611,11578,FEMALE,MARRIED,27,SECONDARY_SCHOOL,50,Ha Nam,1,COUSIN,0.44,0.22,1,2
2019-08-31,1097910,16221,FEMALE,MARRIED,4726,SECONDARY_SCHOOL,15,Ba Ria - Vung Tau,0.38,COUSIN,0.32,0.07,0,16
2019-08-31,1117338,18393,FEMALE,MARRIED,3623,SECONDARY_SCHOOL,20,Ho Chi Minh,0.4,CHILDREN,0.6,0.08,1,12
2019-08-31,1142633,16373,FEMALE,MARRIED,1143,HIGH_SCHOOL,40,Ho Chi Minh,0.8,BROTHER/SISTER,0.44,0.04,1,-1
2019-08-31,1112661,10098,MALE,DIVORCE,2687,HIGH_SCHOOL,30,Tay Ninh,1,FATHER/MOTHER,0.14,0.07,0,4
2019-08-31,1107828,9484,MALE,SINGLE,3119,HIGH_SCHOOL,30,Khanh Hoa,1,COUSIN,0.08,0.04,0,92
2019-08-31,1127278,8768,MALE,SINGLE,3437,HIGH_SCHOOL,30,Binh Thuan,1,AUNT/UNCLE,0.83,0.42,0,3
2019-08-31,1102013,14610,FEMALE,MARRIED,394,COLLEGE,20,Ha Noi,0.4,CHILDREN,1,0.08,0,2
2019-08-31,1103989,9773,MALE,SINGLE,3206,HIGH_SCHOOL,50,Ha Noi,1,COUSIN,1,0.07,0,304
2019-08-31,1102065,13525,FEMALE,MARRIED,3921,COLLEGE,40,Binh Duong,1,BROTHER/SISTER,0.08,0.08,0,17
2019-08-31,1102231,12076,MALE,DIVORCE,1941,HIGH_SCHOOL,50,Phu Tho,1,FATHER/MOTHER,0.3,0.3,0,135
2019-08-31,1161116,14121,MALE,MARRIED,1527,SECONDARY_SCHOOL,30,An Giang,1,FATHER/MOTHER,1,0.34,1,2
2019-08-31,1125608,20285,FEMALE,MARRIED,1530,SECONDARY_SCHOOL,15,Ho Chi Minh,0.5,CHILDREN,0.24,0.02,0,2
2019-08-31,1115297,11197,MALE,MARRIED,485,HIGH_SCHOOL,25,Ha Noi,0.5,BROTHER/SISTER,1,0.05,1,-1
2019-08-31,1140582,12652,FEMALE,MARRIED,525,SECONDARY_SCHOOL,15,Thua Thien Hue,0.38,FRIEND/CO-WORKER,0.18,0.06,0,73
2019-08-31,1103040,13071,MALE,MARRIED,5224,SECONDARY_SCHOOL,20,Binh Dinh,0.5,BROTHER/SISTER,1,0.28,0,13
2019-08-31,1132691,10090,FEMALE,DIVORCE,88,SECONDARY_SCHOOL,20,Binh Duong,0.67,RELATIVE SAME FAMILY BOOK,0.07,0.04,0,3
2019-08-31,1146123,17770,FEMALE,MARRIED,412,SECONDARY_SCHOOL,50,Long An,1,COUSIN,0.48,0.25,0,1
2019-08-31,1130114,9310,MALE,SINGLE,1500,HIGH_SCHOOL,20,Khanh Hoa,0.67,BROTHER/SISTER,1,0.01,0,0
2019-08-31,1144212,13019,MALE,SINGLE,1981,SECONDARY_SCHOOL,30,Binh Phuoc,1,BROTHER/SISTER,0.14,0.02,0,9
2019-08-31,1100250,11970,FEMALE,MARRIED,864,HIGH_SCHOOL,50,Thanh Hoa,1,BROTHER/SISTER,0.27,0.06,1,-1
2019-08-31,1120559,13439,MALE,MARRIED,1525,UNIVERSITY,50,Ha Noi,1,BROTHER/SISTER,0.09,0.09,0,-1
2019-08-31,1150287,14958,FEMALE,MARRIED,60,SECONDARY_SCHOOL,20,Ho Chi Minh,0.4,BROTHER/SISTER,0.73,0.2,0,6
2019-08-31,1154738,9607,MALE,DIVORCE,2988,COLLEGE,20,Binh Duong,0.4,COUSIN,0.06,0.04,0,255
2019-08-31,1102575,12361,MALE,MARRIED,835,HIGH_SCHOOL,30,Can Tho,1,BROTHER/SISTER,1,0.15,1,2
2019-08-31,1128408,12906,MALE,MARRIED,287,HIGH_SCHOOL,25,Ha Nam,0.5,COUSIN,1,0.03,0,6
2019-08-31,1114092,9403,MALE,SINGLE,3705,HIGH_SCHOOL,15,Quang Ngai,0.38,BROTHER/SISTER,1,0.08,0,5
2019-08-31,1104075,12707,FEMALE,MARRIED,341,SECONDARY_SCHOOL,20,Binh Duong,0.4,CHILDREN,1.03,0.49,1,18
2019-08-31,1141660,17212,MALE,MARRIED,2575,SECONDARY_SCHOOL,15,Phu Yen,0.5,CHILDREN,0.43,0.43,1,70
2019-08-31,1108437,10952,FEMALE,MARRIED,1489,SECONDARY_SCHOOL,50,Ha Nam,1,HUSBAND/WIFE,1,0.3,1,2
2019-08-31,1112818,10544,FEMALE,MARRIED,132,COLLEGE,40,Binh Duong,1,BROTHER/SISTER,0.17,0.17,0,2
2019-08-31,1117005,10023,MALE,SINGLE,4826,SECONDARY_SCHOOL,30,Ho Chi Minh,0.6,COUSIN,0.07,0.06,0,5
2019-08-31,1133012,10459,FEMALE,SINGLE,1053,SECONDARY_SCHOOL,15,Binh Thuan,0.38,COUSIN,0.97,0.14,0,265
2019-08-31,1141247,9364,MALE,MARRIED,1779,SECONDARY_SCHOOL,20,Ho Chi Minh,0.67,FATHER/MOTHER,0.08,0.08,0,46
2019-08-31,1133392,10424,MALE,MARRIED,1618,HIGH_SCHOOL,30,Binh Duong,1,FATHER/MOTHER,0.04,0.07,1,10
2019-08-31,1159329,17407,FEMALE,SINGLE,3110,HIGH_SCHOOL,30,Ho Chi Minh,1,BROTHER/SISTER,0.26,0.03,0,-1
2019-08-31,1093658,17742,FEMALE,DIVORCE,735,SECONDARY_SCHOOL,30,An Giang,0.75,BROTHER/SISTER,0.44,0.05,0,153
2019-08-31,1144536,13270,MALE,MARRIED,3629,SECONDARY_SCHOOL,30,Ho Chi Minh,0.6,FATHER/MOTHER,0.19,0.33,1,2
2019-08-31,1145562,10081,FEMALE,MARRIED,4787,COLLEGE,20,Ba Ria - Vung Tau,0.5,BROTHER/SISTER,0.07,0.02,1,73
2019-08-31,1089805,9841,FEMALE,DIVORCE,1225,HIGH_SCHOOL,15,Nghe An,0.38,FATHER/MOTHER,0.74,0.15,0,2
2019-08-31,1152445,18412,MALE,MARRIED,1107,HIGH_SCHOOL,20,Da Nang,0.5,CHILDREN,1,0.06,1,11
2019-08-31,1133751,12618,MALE,MARRIED,23,HIGH_SCHOOL,30,Quang Ngai,0.6,COUSIN,1,0.07,1,53
2019-08-31,1119596,16658,FEMALE,WIDOW,4748,PRIMARY_SCHOOL,40,Binh Duong,1,CHILDREN,0.03,0.02,0,12
2019-08-31,1109802,19310,MALE,MARRIED,3043,HIGH_SCHOOL,30,Khanh Hoa,1,CHILDREN,0.36,0.42,1,2
2019-08-31,1117430,13735,MALE,MARRIED,5084,SECONDARY_SCHOOL,50,Nam Dinh,1,COUSIN,1,0.11,0,265
2019-08-31,1091501,14555,MALE,MARRIED,1882,COLLEGE,20,Hung Yen,0.4,COUSIN,1,0.15,0,31
2019-08-31,1118040,11116,FEMALE,MARRIED,749,COLLEGE,40,Ha Noi,0.8,BROTHER/SISTER,0.23,0.23,1,4
2019-08-31,1159283,20329,FEMALE,DIVORCE,2370,SECONDARY_SCHOOL,30,Dong Nai,1,BROTHER/SISTER,0.76,0.36,0,-1
2019-08-31,1104321,10720,MALE,SINGLE,613,HIGH_SCHOOL,30,Hung Yen,0.6,COUSIN,0.09,0.09,0,10
2019-08-31,1149125,18372,MALE,MARRIED,4579,UNIVERSITY,50,Binh Thuan,1,CHILDREN,0.4,0.2,1,17
2019-08-31,1098402,18977,FEMALE,MARRIED,72,SECONDARY_SCHOOL,30,Ha Noi,0.6,HUSBAND/WIFE,0.5,0.1,1,92
2019-08-31,1121450,17305,MALE,MARRIED,546,SECONDARY_SCHOOL,40,Quang Ngai,1,CHILDREN,1,0.32,1,1
2019-08-31,1099591,17646,FEMALE,MARRIED,3873,SECONDARY_SCHOOL,20,Ho Chi Minh,0.4,COUSIN,0.29,0.06,0,118
2019-08-31,1153045,17770,FEMALE,MARRIED,2993,PRIMARY_SCHOOL,20,Ben Tre,0.4,COUSIN,0.17,0.1,1,92
2019-08-31,1105253,14919,MALE,MARRIED,698,PRIMARY_SCHOOL,40,Tay Ninh,1,BROTHER/SISTER,0.07,0.15,1,184
2019-08-31,1144906,17397,MALE,MARRIED,4032,PRIMARY_SCHOOL,50,Ho Chi Minh,1,BROTHER/SISTER,0.81,0.04,1,-1
2019-08-31,1111885,11511,MALE,MARRIED,2361,SECONDARY_SCHOOL,50,Nghe An,1,COUSIN,1,0.16,1,4
2019-08-31,1130683,10897,FEMALE,MARRIED,163,SECONDARY_SCHOOL,20,Ho Chi Minh,0.4,FATHER/MOTHER,0.02,0.02,1,1
2019-08-31,1121261,10185,FEMALE,DIVORCE,2924,HIGH_SCHOOL,30,Ha Noi,0.6,COUSIN,1,0.04,0,11
2019-08-31,1155350,13919,MALE,MARRIED,2288,UNIVERSITY,30,Ho Chi Minh,1,BROTHER/SISTER,0.04,0.04,1,3
2019-08-31,1136791,9382,MALE,MARRIED,770,SECONDARY_SCHOOL,30,Binh Duong,1,FATHER/MOTHER IN LAW,0.12,0.12,1,234
2019-08-31,1096628,13021,FEMALE,MARRIED,1139,SECONDARY_SCHOOL,15,Dong Nai,0.5,FATHER/MOTHER,0.28,0.03,0,30
2019-08-31,1156508,13561,FEMALE,MARRIED,796,HIGH_SCHOOL,15,Ho Chi Minh,0.38,FRIEND/CO-WORKER,0.03,0.08,0,73
2019-08-31,1116651,9638,FEMALE,MARRIED,133,COLLEGE,50,Quang Ninh,1,COUSIN,0.02,0.04,1,153
2019-08-31,1114292,10037,FEMALE,MARRIED,4131,SECONDARY_SCHOOL,40,An Giang,1,BROTHER/SISTER,0.07,0.07,1,184
2019-08-31,1153216,14307,MALE,MARRIED,1050,SECONDARY_SCHOOL,50,Hai Duong,1,BROTHER/SISTER,1,0.26,0,4
2019-08-31,1098655,9002,MALE,SINGLE,302,HIGH_SCHOOL,30,Phu Tho,0.75,COUSIN,1,0.12,0,150
2019-08-31,1099873,9177,MALE,MARRIED,3670,SECONDARY_SCHOOL,20,Ho Chi Minh,0.4,BROTHER/SISTER,0.52,0.04,1,3
2019-08-31,1152414,11316,FEMALE,MARRIED,340,HIGH_SCHOOL,25,Ho Chi Minh,0.5,COUSIN,0.32,0.02,1,5
2019-08-31,1147434,11183,MALE,SINGLE,1289,HIGH_SCHOOL,30,Ho Chi Minh,0.6,BROTHER/SISTER,0.07,0.07,0,0
2019-08-31,1096583,17316,FEMALE,MARRIED,3248,SECONDARY_SCHOOL,30,Ben Tre,0.6,COUSIN,1,0.09,0,31
2019-08-31,1136793,9803,MALE,SINGLE,1987,COLLEGE,20,Ho Chi Minh,0.4,BROTHER/SISTER,0.04,0.09,0,1
2019-08-31,1128983,12645,FEMALE,MARRIED,1342,SECONDARY_SCHOOL,40,Kien Giang,1,BROTHER/SISTER,0.29,0.06,1,-1
2019-08-31,1122842,11142,MALE,MARRIED,2092,SECONDARY_SCHOOL,40,Kien Giang,1,COUSIN,0.27,0.27,1,4
2019-08-31,1092365,12727,MALE,DIVORCE,1839,SECONDARY_SCHOOL,20,Ho Chi Minh,0.4,COUSIN,0.03,0.57,0,1
2019-08-31,1106923,15739,MALE,MARRIED,3551,HIGH_SCHOOL,30,Nghe An,0.6,BROTHER/SISTER,1,0.05,1,8
2019-08-31,1094984,14261,FEMALE,MARRIED,2562,SECONDARY_SCHOOL,40,Binh Dinh,1,BROTHER/SISTER,0.33,0.05,0,5
2019-08-31,1122294,9901,MALE,MARRIED,11,HIGH_SCHOOL,50,Bac Giang,1,BROTHER/SISTER,1,0.19,1,8
2019-08-31,1094245,17013,MALE,DIVORCE,3905,SECONDARY_SCHOOL,40,Tien Giang,1,COUSIN,1,0.33,0,1
2019-08-31,1117926,13754,FEMALE,MARRIED,851,HIGH_SCHOOL,50,Phu Tho,1,BROTHER/SISTER,0.21,0.26,0,-1
2019-08-31,1120306,13476,FEMALE,MARRIED,3442,SECONDARY_SCHOOL,30,Kien Giang,0.75,BROTHER/SISTER,1,0.54,0,114
2019-08-31,1127160,16145,MALE,DIVORCE,3473,UNIVERSITY,20,Ninh Thuan,0.67,COUSIN,0.91,0.52,0,1
2019-08-31,1101105,10355,FEMALE,MARRIED,953,COLLEGE,40,Ha Nam,0.8,COUSIN,1,0.18,0,41
2019-08-31,1155125,15214,FEMALE,MARRIED,1798,SECONDARY_SCHOOL,30,Ho Chi Minh,0.75,BROTHER/SISTER,0.24,0.1,1,-1
2019-08-31,1094448,15233,MALE,MARRIED,2560,HIGH_SCHOOL,20,Hung Yen,0.4,COUSIN,1,0.12,1,1
2019-08-31,1112396,16747,MALE,MARRIED,2855,HIGH_SCHOOL,50,Ha Noi,1,CHILDREN,1,0.33,1,335
2019-08-31,1122622,12528,MALE,DIVORCE,131,SECONDARY_SCHOOL,20,Binh Duong,0.4,BROTHER/SISTER,0.74,0.29,0,-1
2019-08-31,1136807,14553,FEMALE,MARRIED,2077,SECONDARY_SCHOOL,40,Long An,0.8,FATHER/MOTHER IN LAW,0.38,0.35,1,-1
2019-08-31,1132139,10250,MALE,MARRIED,1408,HIGH_SCHOOL,50,Nghe An,1,BROTHER/SISTER,1,0.32,1,0
